tripduration,starttime,stoptime,start station latitude,start station longitude,end station latitude,end station longitude,bikeid,usertype,birth year,gender
130,50:33.5,52:44.3,40.71458404,-74.04281706,40.71958612,-74.04311746,29466,Subscriber,1992,1
353,53:24.2,59:17.9,40.72568548,-74.04879034,40.7242941,-74.0354826,29622,Subscriber,1986,2
346,14:59.7,20:46.7,40.7287448,-74.0321082,40.7211236,-74.03805095,29467,Subscriber,1981,1
254,21:16.1,25:30.4,40.72572614,-74.07195926,40.7308971,-74.06391263,29435,Subscriber,1967,1
432,24:09.8,31:22.6,40.71346383,-74.06285852,40.7177325,-74.043845,26287,Customer,1982,1
135,31:26.1,33:41.2,40.72163014,-74.04996783,40.71958612,-74.04311746,29544,Subscriber,1981,2
207,36:50.0,40:17.4,40.71458404,-74.04281706,40.71958612,-74.04311746,29308,Subscriber,1979,2
376,47:54.4,54:10.8,40.7236589,-74.0641943,40.71958612,-74.04311746,29262,Subscriber,1993,1
218,50:14.6,53:52.8,40.72759597,-74.04424731,40.71958612,-74.04311746,29278,Subscriber,1978,1
341,55:09.9,00:51.6,40.7236589,-74.0641943,40.7308971,-74.06391263,29271,Subscriber,1962,1
302,55:43.9,00:46.6,40.7127742,-74.0364857,40.7183552,-74.03891444,29123,Subscriber,1983,2
87,59:06.2,00:33.8,40.7192517,-74.034234,40.71687,-74.03281,29274,Subscriber,1988,1
247,59:18.8,03:25.9,40.72601173,-74.05038893,40.71958612,-74.04311746,29667,Subscriber,1991,1
429,01:04.2,08:14.0,40.7242941,-74.0354826,40.72568548,-74.04879034,29622,Subscriber,1986,2
874,05:43.3,20:17.4,40.72568548,-74.04879034,40.74871595,-74.0404433,29594,Subscriber,1964,1
230,08:01.0,11:51.1,40.737711,-74.066921,40.73367,-74.0625,29513,Subscriber,1966,1
247,08:49.8,12:57.2,40.71848892,-74.04772663,40.72601173,-74.05038893,29284,Subscriber,1982,1
240,11:34.8,15:35.1,40.71958612,-74.04311746,40.71653978,-74.04963791,29544,Subscriber,1990,1
323,11:44.7,17:08.5,40.72210379,-74.071455,40.7308971,-74.06391263,29580,Subscriber,1991,2
172,12:39.4,15:32.4,40.71458404,-74.04281706,40.71958612,-74.04311746,26311,Subscriber,1980,1
2114,14:23.2,49:37.4,40.71848892,-74.04772663,40.71848892,-74.04772663,26286,Subscriber,1976,1
186,15:18.0,18:24.2,40.72528911,-74.04557168,40.71958612,-74.04311746,29456,Subscriber,1977,1
481,15:21.7,23:23.3,40.72759597,-74.04424731,40.71687,-74.03281,29529,Subscriber,1969,1
182,17:29.0,20:31.1,40.72759597,-74.04424731,40.72152515,-74.04630454,29549,Subscriber,1992,2
266,18:47.7,23:14.0,40.71458404,-74.04281706,40.71687,-74.03281,29620,Subscriber,1989,1
217,21:27.9,25:05.7,40.7241765,-74.0506564,40.72165072,-74.04288411,29599,Subscriber,1992,2
202,21:38.7,25:01.0,40.7241765,-74.0506564,40.72165072,-74.04288411,26159,Subscriber,1993,1
295,22:27.3,27:22.7,40.72755147,-74.07106072,40.7308971,-74.06391263,29215,Subscriber,1959,1
330,22:32.2,28:02.6,40.72601173,-74.05038893,40.71958612,-74.04311746,29284,Subscriber,1988,2
227,24:05.1,27:53.1,40.72568548,-74.04879034,40.71958612,-74.04311746,29299,Subscriber,1978,1
499,25:07.0,33:26.9,40.72759597,-74.04424731,40.7141454,-74.0335519,29573,Subscriber,1976,1
463,25:32.2,33:15.4,40.7241765,-74.0506564,40.7192517,-74.034234,29503,Subscriber,1989,1
255,25:38.8,29:54.1,40.72533993,-74.06762213,40.72210379,-74.071455,29546,Subscriber,1983,2
108,26:20.5,28:08.6,40.7192517,-74.034234,40.71687,-74.03281,29452,Subscriber,1991,2
316,27:37.1,32:53.6,40.7127742,-74.0364857,40.71958612,-74.04311746,29226,Subscriber,1984,1
240,27:43.3,31:43.9,40.72533993,-74.06762213,40.7308971,-74.06391263,30168,Subscriber,1977,1
151,28:22.3,30:54.0,40.72163014,-74.04996783,40.71958612,-74.04311746,29540,Subscriber,1982,1
157,29:45.9,32:23.4,40.7241765,-74.0506564,40.71958612,-74.04311746,29219,Subscriber,1980,1
964,30:30.6,46:34.9,40.71113,-74.0789,40.71687,-74.03281,29266,Subscriber,1977,1
454,30:55.0,38:29.1,40.74590997,-74.05727148,40.74590997,-74.05727148,29535,Subscriber,1980,1
501,31:59.7,40:21.1,40.7192822,-74.07126188,40.7308971,-74.06391263,29541,Subscriber,1971,1
133,32:28.8,34:42.6,40.71848892,-74.04772663,40.71958612,-74.04311746,29263,Subscriber,1970,1
245,32:31.4,36:37.0,40.72528911,-74.04557168,40.71958612,-74.04311746,29606,Subscriber,1981,1
403,32:44.9,39:27.9,40.72568548,-74.04879034,40.7272235,-74.0337589,29673,Subscriber,1986,2
223,34:48.6,38:31.9,40.72759597,-74.04424731,40.72152515,-74.04630454,29512,Subscriber,1964,1
169,35:53.1,38:42.7,40.7127742,-74.0364857,40.71687,-74.03281,29539,Subscriber,1990,1
121,35:57.7,37:59.2,40.7192517,-74.034234,40.71687,-74.03281,26160,Subscriber,1993,2
299,36:33.1,41:32.6,40.72572614,-74.07195926,40.7308971,-74.06391263,26237,Subscriber,1981,1
313,36:42.2,41:55.8,40.7211236,-74.03805095,40.7287448,-74.0321082,29467,Subscriber,1981,1
260,38:36.9,42:57.0,40.72759597,-74.04424731,40.71958612,-74.04311746,26204,Subscriber,1994,2
308,39:43.2,44:51.5,40.7376037,-74.0524783,40.73367,-74.0625,26215,Subscriber,1988,1
339,41:55.4,47:34.5,40.7376037,-74.0524783,40.73367,-74.0625,29477,Subscriber,1987,1
279,42:46.9,47:26.6,40.7376037,-74.0524783,40.7311689,-74.0575736,29507,Subscriber,1985,1
309,43:48.2,48:57.6,40.72568548,-74.04879034,40.71958612,-74.04311746,29270,Subscriber,1993,2
83,44:28.7,45:52.4,40.7211236,-74.03805095,40.7183552,-74.03891444,26292,Subscriber,1981,2
447,44:44.0,52:11.9,40.72163014,-74.04996783,40.71687,-74.03281,29253,Subscriber,1986,1
540,49:04.4,58:04.4,40.7308971,-74.06391263,40.7192822,-74.07126188,29541,Subscriber,1964,1
393,53:34.0,00:07.7,40.72759597,-74.04424731,40.7192517,-74.034234,26222,Subscriber,1983,1
272,53:48.2,58:20.2,40.72533993,-74.06762213,40.7308971,-74.06391263,29532,Subscriber,1984,2
176,55:16.1,58:13.0,40.71517768,-74.03768331,40.71687,-74.03281,26306,Subscriber,1990,1
559,57:10.5,06:29.5,40.74267714,-74.05178863,40.72568548,-74.04879034,29504,Subscriber,1981,1
392,57:43.9,04:16.2,40.7376037,-74.0524783,40.7308971,-74.06391263,26310,Subscriber,1958,1
454,58:54.5,06:29.3,40.72528911,-74.04557168,40.71687,-74.03281,29461,Subscriber,1970,1
161,00:08.5,02:49.7,40.71653978,-74.04963791,40.71958612,-74.04311746,29510,Subscriber,1981,1
178,00:08.8,03:07.6,40.72533993,-74.06762213,40.7308971,-74.06391263,29463,Subscriber,1966,1
272,01:09.3,05:41.4,40.72572614,-74.07195926,40.7308971,-74.06391263,26234,Subscriber,1988,1
274,01:27.8,06:01.9,40.72601173,-74.05038893,40.71958612,-74.04311746,26179,Subscriber,1987,2
278,04:17.4,08:56.1,40.7376037,-74.0524783,40.73367,-74.0625,29470,Subscriber,1996,1
167,04:53.6,07:41.2,40.72163014,-74.04996783,40.71958612,-74.04311746,29198,Subscriber,1976,1
231,07:01.7,10:53.4,40.71458404,-74.04281706,40.7141454,-74.0335519,26184,Subscriber,1988,2
254,07:10.9,11:25.9,40.72528911,-74.04557168,40.71958612,-74.04311746,29674,Subscriber,1981,2
115,08:40.5,10:35.7,40.72163014,-74.04996783,40.71958612,-74.04311746,29578,Subscriber,1970,1
359,08:44.1,14:43.4,40.7192517,-74.034234,40.72152515,-74.04630454,29197,Subscriber,1969,1
182,09:32.7,12:35.5,40.72533993,-74.06762213,40.7308971,-74.06391263,29656,Subscriber,1977,2
478,10:42.8,18:41.1,40.7246051,-74.07840595,40.7308971,-74.06391263,29668,Subscriber,1986,1
105,11:05.6,12:50.8,40.7183552,-74.03891444,40.7211236,-74.03805095,26292,Subscriber,1996,2
184,11:06.6,14:11.3,40.72163014,-74.04996783,40.71958612,-74.04311746,29640,Subscriber,1977,2
235,13:22.7,17:18.6,40.71458404,-74.04281706,40.71687,-74.03281,29238,Subscriber,1979,1
325,14:30.8,19:56.6,40.72572614,-74.07195926,40.7308971,-74.06391263,29554,Subscriber,1984,2
433,16:38.5,23:52.2,40.7246051,-74.07840595,40.7308971,-74.06391263,26165,Subscriber,1992,1
90,16:48.5,18:18.8,40.7141454,-74.0335519,40.71687,-74.03281,26184,Subscriber,1984,1
377,17:49.0,24:06.5,40.71958612,-74.04311746,40.7287448,-74.0321082,29578,Subscriber,1969,1
563,17:57.7,27:20.7,40.71346383,-74.06285852,40.71958612,-74.04311746,29646,Subscriber,1998,1
341,18:00.8,23:42.0,40.7287448,-74.0321082,40.7192517,-74.034234,29467,Subscriber,1991,1
270,18:39.1,23:09.9,40.7177325,-74.043845,40.7192517,-74.034234,26287,Subscriber,1984,1
241,19:00.0,23:01.4,40.7192517,-74.034234,40.7272235,-74.0337589,29488,Subscriber,1991,2
272,20:31.5,25:04.0,40.72568548,-74.04879034,40.71958612,-74.04311746,29302,Subscriber,1989,2
191,20:40.2,23:51.6,40.72759597,-74.04424731,40.71958612,-74.04311746,29663,Subscriber,1985,1
299,20:47.8,25:47.1,40.72333159,-74.04595256,40.7192517,-74.034234,29662,Subscriber,1988,1
313,21:02.2,26:16.0,40.71942,-74.05099,40.71958612,-74.04311746,26278,Subscriber,1972,2
197,21:37.4,24:55.2,40.72533993,-74.06762213,40.7308971,-74.06391263,29122,Subscriber,1989,1
357,22:13.5,28:10.5,40.72759597,-74.04424731,40.7272235,-74.0337589,26207,Subscriber,1993,1
93,22:22.2,23:55.9,40.7183552,-74.03891444,40.7211236,-74.03805095,29506,Subscriber,1888,0
240,23:02.8,27:03.2,40.7241765,-74.0506564,40.71958612,-74.04311746,26256,Customer,1982,1
455,24:01.1,31:36.2,40.72568548,-74.04879034,40.7141454,-74.0335519,26195,Subscriber,1979,1
232,25:29.9,29:22.7,40.71653978,-74.04963791,40.71958612,-74.04311746,29459,Subscriber,1988,1
230,25:56.5,29:47.3,40.72533993,-74.06762213,40.7308971,-74.06391263,29499,Customer,1989,1
278,25:56.5,30:35.5,40.72759597,-74.04424731,40.71958612,-74.04311746,29570,Subscriber,1984,2
535,26:03.5,34:58.6,40.7192517,-74.034234,40.7241765,-74.0506564,29467,Subscriber,1989,1
292,26:56.9,31:49.5,40.72163014,-74.04996783,40.71649,-74.04105,29303,Subscriber,1993,0
319,27:12.5,32:31.7,40.72759597,-74.04424731,40.71958612,-74.04311746,29508,Subscriber,1983,1
266,29:41.0,34:07.9,40.71241882,-74.03852552,40.71687,-74.03281,26156,Subscriber,1974,1
299,29:49.0,34:48.5,40.72601173,-74.05038893,40.71958612,-74.04311746,29514,Subscriber,1980,1
246,29:51.3,33:58.0,40.71458404,-74.04281706,40.71958612,-74.04311746,29628,Subscriber,1987,2
253,30:16.9,34:30.3,40.72528911,-74.04557168,40.71958612,-74.04311746,26216,Subscriber,1961,2
717,31:11.0,43:08.3,40.72759597,-74.04424731,40.7272235,-74.0337589,29469,Subscriber,1962,1
570,31:26.6,40:57.5,40.7236589,-74.0641943,40.71687,-74.03281,26264,Subscriber,1994,1
609,31:33.5,41:42.6,40.71958612,-74.04311746,40.7141454,-74.0335519,29263,Subscriber,1977,1
218,32:13.4,35:51.9,40.72528911,-74.04557168,40.71958612,-74.04311746,29528,Subscriber,1989,2
197,32:19.0,35:36.5,40.71649,-74.04105,40.71958612,-74.04311746,29204,Subscriber,1980,2
416,32:39.2,39:36.2,40.7192822,-74.07126188,40.7308971,-74.06391263,29202,Subscriber,1986,2
415,32:41.4,39:36.8,40.7192822,-74.07126188,40.7308971,-74.06391263,29524,Subscriber,1986,1
410,32:42.3,39:32.3,40.72572614,-74.07195926,40.7308971,-74.06391263,29221,Subscriber,1954,1
712,32:46.4,44:38.5,40.71241882,-74.03852552,40.71687,-74.03281,29518,Subscriber,1973,1
447,35:30.5,42:58.2,40.72210379,-74.071455,40.7308971,-74.06391263,37987,Subscriber,1986,2
584,35:49.6,45:34.3,40.71346383,-74.06285852,40.71958612,-74.04311746,26196,Subscriber,1977,1
291,35:56.1,40:47.2,40.71241882,-74.03852552,40.71687,-74.03281,29664,Subscriber,1973,1
213,36:37.2,40:11.1,40.72165072,-74.04288411,40.7241765,-74.0506564,26159,Subscriber,1993,1
217,36:40.3,40:17.4,40.72165072,-74.04288411,40.7241765,-74.0506564,29599,Subscriber,1992,2
179,36:50.6,39:50.3,40.7241765,-74.0506564,40.71958612,-74.04311746,26293,Subscriber,1989,1
218,37:20.7,40:59.5,40.72528911,-74.04557168,40.71958612,-74.04311746,29268,Subscriber,1956,1
183,37:43.5,40:46.6,40.71848892,-74.04772663,40.71958612,-74.04311746,29589,Subscriber,1989,1
233,37:44.4,41:37.6,40.7211236,-74.03805095,40.71687,-74.03281,26292,Subscriber,1978,1
229,37:55.0,41:44.4,40.71241882,-74.03852552,40.71687,-74.03281,29201,Subscriber,1976,2
363,38:27.6,44:31.4,40.7241765,-74.0506564,40.71687,-74.03281,29306,Subscriber,1976,1
441,38:41.2,46:02.2,40.71848892,-74.04772663,40.7141454,-74.0335519,26286,Subscriber,1989,1
490,39:02.4,47:12.8,40.72568548,-74.04879034,40.7272235,-74.0337589,29256,Subscriber,1987,1
1251,39:20.5,00:12.3,40.74871595,-74.0404433,40.72533993,-74.06762213,29594,Subscriber,1987,2
306,39:54.1,45:00.6,40.7192822,-74.07126188,40.7308971,-74.06391263,29541,Subscriber,1984,1
540,39:55.4,48:56.0,40.7236589,-74.0641943,40.71958612,-74.04311746,26226,Customer,1984,1
227,41:08.9,44:56.8,40.72601173,-74.05038893,40.71942,-74.05099,29575,Subscriber,1982,1
448,41:22.3,48:50.8,40.7112423,-74.0557013,40.71958612,-74.04311746,29530,Subscriber,1985,1
82,41:59.6,43:22.4,40.7242941,-74.0354826,40.7272235,-74.0337589,29660,Subscriber,1987,2
190,42:25.1,45:36.1,40.71458404,-74.04281706,40.71958612,-74.04311746,29612,Subscriber,1984,2
449,43:20.6,50:49.8,40.72601173,-74.05038893,40.7272235,-74.0337589,29250,Subscriber,1986,2
134,43:57.9,46:12.2,40.7443187,-74.0439909,40.74871595,-74.0404433,29451,Subscriber,1989,1
763,44:19.0,57:02.3,40.7112423,-74.0557013,40.71687,-74.03281,29294,Subscriber,1980,1
239,44:40.2,48:39.8,40.7183552,-74.03891444,40.7127742,-74.0364857,29291,Subscriber,1989,1
213,45:01.5,48:34.7,40.71517768,-74.03768331,40.7192517,-74.034234,29482,Subscriber,1977,1
215,46:01.8,49:37.2,40.72759597,-74.04424731,40.71958612,-74.04311746,29591,Subscriber,1977,1
361,46:03.7,52:05.5,40.7236589,-74.0641943,40.71958612,-74.04311746,26318,Subscriber,1991,1
699,46:27.5,58:07.5,40.74267714,-74.05178863,40.71958612,-74.04311746,26281,Subscriber,1991,1
245,47:35.5,51:40.7,40.72533993,-74.06762213,40.7308971,-74.06391263,29672,Subscriber,1995,1
291,47:58.3,52:49.4,40.71458404,-74.04281706,40.71687,-74.03281,29485,Subscriber,1990,1
112,48:20.4,50:12.7,40.7211236,-74.03805095,40.7192517,-74.034234,29506,Subscriber,1993,1
583,49:15.6,58:58.7,40.7112423,-74.0557013,40.71958612,-74.04311746,26270,Subscriber,1954,1
412,49:30.6,56:23.2,40.72759597,-74.04424731,40.71958612,-74.04311746,29258,Subscriber,1979,1
236,50:49.2,54:45.6,40.72759597,-74.04424731,40.71958612,-74.04311746,26314,Subscriber,1979,1
367,51:42.6,57:50.4,40.72759597,-74.04424731,40.71958612,-74.04311746,26309,Subscriber,1979,2
214,52:01.1,55:35.5,40.72163014,-74.04996783,40.71958612,-74.04311746,26311,Subscriber,1986,1
228,52:34.9,56:23.9,40.72528911,-74.04557168,40.71958612,-74.04311746,29232,Subscriber,1985,1
243,53:25.2,57:28.6,40.71241882,-74.03852552,40.71687,-74.03281,26170,Subscriber,1986,2
174,53:34.1,56:28.2,40.72333159,-74.04595256,40.71958612,-74.04311746,26151,Subscriber,1982,2
475,53:39.0,01:34.4,40.7192822,-74.07126188,40.7308971,-74.06391263,29241,Customer,1969,0
290,54:12.9,59:03.6,40.7241765,-74.0506564,40.71958612,-74.04311746,29599,Subscriber,1991,2
447,54:18.3,01:46.2,40.72152515,-74.04630454,40.7192517,-74.034234,29549,Customer,1993,1
817,54:30.8,08:08.7,40.7112423,-74.0557013,40.7192517,-74.034234,29472,Subscriber,1990,1
736,54:57.6,07:14.1,40.7112423,-74.0557013,40.71687,-74.03281,29607,Subscriber,1985,1
393,55:09.1,01:42.4,40.71517768,-74.03768331,40.7272235,-74.0337589,29233,Subscriber,1991,2
312,55:26.9,00:39.3,40.72759597,-74.04424731,40.71958612,-74.04311746,26254,Subscriber,1977,2
430,55:39.1,02:49.3,40.7308971,-74.06391263,40.7246051,-74.07840595,29215,Subscriber,1983,1
265,56:15.7,00:40.7,40.71653978,-74.04963791,40.71958612,-74.04311746,26220,Subscriber,1975,1
199,56:20.7,59:40.4,40.72533993,-74.06762213,40.7308971,-74.06391263,29223,Subscriber,1986,1
318,56:32.7,01:50.9,40.72601173,-74.05038893,40.71958612,-74.04311746,29538,Subscriber,1988,2
338,57:47.9,03:26.2,40.73478582,-74.05044364,40.73367,-74.0625,26238,Subscriber,1995,2
267,58:01.3,02:29.0,40.72165072,-74.04288411,40.7192517,-74.034234,29235,Subscriber,1966,1
187,58:34.5,01:41.6,40.72163014,-74.04996783,40.71958612,-74.04311746,29270,Subscriber,1989,1
192,58:38.8,01:51.3,40.72759597,-74.04424731,40.72165072,-74.04288411,29658,Subscriber,1983,1
879,58:56.4,13:35.5,40.7112423,-74.0557013,40.7192517,-74.034234,26239,Subscriber,1982,1
307,59:17.9,04:25.1,40.72759597,-74.04424731,40.71958612,-74.04311746,26304,Subscriber,1986,1
214,59:22.3,02:56.7,40.72759597,-74.04424731,40.71958612,-74.04311746,29624,Subscriber,1978,1
480,59:27.4,07:27.9,40.72210379,-74.071455,40.7308971,-74.06391263,29556,Subscriber,1989,2
220,59:40.3,03:20.6,40.71517768,-74.03768331,40.71687,-74.03281,29609,Subscriber,1984,2
460,59:50.3,07:31.1,40.72601173,-74.05038893,40.7272235,-74.0337589,26189,Subscriber,1984,1
513,00:01.6,08:35.5,40.7376037,-74.0524783,40.72528911,-74.04557168,29608,Subscriber,1997,0
483,00:17.3,08:20.5,40.7192822,-74.07126188,40.7308971,-74.06391263,29281,Subscriber,1983,1
416,00:23.5,07:20.2,40.7112423,-74.0557013,40.71958612,-74.04311746,29569,Subscriber,1969,1
295,00:43.8,05:39.6,40.71517768,-74.03768331,40.71958612,-74.04311746,29283,Subscriber,1990,1
478,02:37.3,10:36.0,40.7287448,-74.0321082,40.71958612,-74.04311746,29578,Subscriber,1980,1
174,02:40.7,05:35.3,40.71848892,-74.04772663,40.71958612,-74.04311746,29571,Subscriber,1988,1
544,02:46.4,11:51.3,40.72152515,-74.04630454,40.71687,-74.03281,29231,Subscriber,1981,2
186,03:02.1,06:08.9,40.72163014,-74.04996783,40.71958612,-74.04311746,29219,Subscriber,1986,1
364,03:37.7,09:42.0,40.72601173,-74.05038893,40.71958612,-74.04311746,29268,Subscriber,1982,2
705,04:04.1,15:49.9,40.71346383,-74.06285852,40.71958612,-74.04311746,29521,Subscriber,1982,1
182,04:26.2,07:28.9,40.71458404,-74.04281706,40.7127742,-74.0364857,29572,Subscriber,1994,1
275,04:28.9,09:04.3,40.71458404,-74.04281706,40.71958612,-74.04311746,29623,Subscriber,1982,1
223,05:18.7,09:02.3,40.72163014,-74.04996783,40.71958612,-74.04311746,29456,Subscriber,1976,1
217,05:33.4,09:10.9,40.71458404,-74.04281706,40.71958612,-74.04311746,29593,Subscriber,1987,2
341,05:48.5,11:30.4,40.7141454,-74.0335519,40.7177325,-74.043845,26286,Subscriber,1986,1
390,06:14.5,12:45.4,40.72152515,-74.04630454,40.71687,-74.03281,29197,Subscriber,1987,1
146,06:22.6,08:49.4,40.71687,-74.03281,40.7141454,-74.0335519,26264,Subscriber,1972,1
608,06:33.2,16:41.5,40.74871595,-74.0404433,40.72568548,-74.04879034,29451,Subscriber,1964,1
404,06:44.5,13:28.7,40.72152515,-74.04630454,40.7272235,-74.0337589,29512,Subscriber,1967,1
204,07:08.5,10:32.6,40.72528911,-74.04557168,40.71958612,-74.04311746,29678,Subscriber,1959,1
205,08:27.1,11:52.9,40.72601173,-74.05038893,40.72165072,-74.04288411,29589,Subscriber,1986,1
199,08:33.7,11:53.2,40.72533993,-74.06762213,40.7308971,-74.06391263,29642,Subscriber,1992,1
411,09:02.9,15:54.6,40.71848892,-74.04772663,40.71958612,-74.04311746,29584,Subscriber,1984,1
327,09:03.1,14:30.2,40.72759597,-74.04424731,40.71958612,-74.04311746,29199,Subscriber,1988,2
105,09:12.9,10:58.6,40.7192517,-74.034234,40.71687,-74.03281,29662,Subscriber,1980,1
675,09:18.1,20:33.9,40.72333159,-74.04595256,40.7141454,-74.0335519,26223,Subscriber,1982,1
318,09:54.4,15:12.7,40.71241882,-74.03852552,40.71958612,-74.04311746,29495,Subscriber,1983,1
235,09:58.5,13:53.5,40.7241765,-74.0506564,40.71958612,-74.04311746,26159,Subscriber,1982,1
300,10:43.2,15:43.3,40.72568548,-74.04879034,40.71958612,-74.04311746,29522,Subscriber,1989,1
373,10:56.2,17:09.3,40.74267714,-74.05178863,40.73367,-74.0625,29209,Subscriber,1991,1
250,11:02.7,15:13.1,40.72755147,-74.07106072,40.7308971,-74.06391263,26303,Subscriber,1976,1
185,11:16.8,14:22.7,40.72528911,-74.04557168,40.71958612,-74.04311746,29475,Subscriber,1970,1
1072,12:22.8,30:15.2,40.7246051,-74.07840595,40.71517768,-74.03768331,29215,Subscriber,1977,1
264,12:59.9,17:24.0,40.71458404,-74.04281706,40.71958612,-74.04311746,26251,Subscriber,1983,2
167,13:11.0,15:58.1,40.7141454,-74.0335519,40.71241882,-74.03852552,29573,Subscriber,1984,1
151,14:04.2,16:35.8,40.7241765,-74.0506564,40.72152515,-74.04630454,29597,Subscriber,1990,1
203,14:21.2,17:44.3,40.72163014,-74.04996783,40.71958612,-74.04311746,29262,Subscriber,1982,2
259,14:40.8,19:00.7,40.71458404,-74.04281706,40.71958612,-74.04311746,29438,Subscriber,1982,1
186,14:50.0,17:56.6,40.71653978,-74.04963791,40.71958612,-74.04311746,29289,Subscriber,1983,1
279,15:02.9,19:42.4,40.71653978,-74.04963791,40.71958612,-74.04311746,29487,Subscriber,1993,1
346,15:53.2,21:39.9,40.72601173,-74.05038893,40.71958612,-74.04311746,29663,Subscriber,1979,1
254,16:00.7,20:15.3,40.72572614,-74.07195926,40.7308971,-74.06391263,29680,Subscriber,1973,2
313,16:17.1,21:30.7,40.71241882,-74.03852552,40.71687,-74.03281,29681,Subscriber,1994,1
719,16:23.1,28:22.9,40.73367,-74.0625,40.7127742,-74.0364857,29513,Subscriber,1992,2
200,16:34.4,19:54.8,40.72528911,-74.04557168,40.71958612,-74.04311746,29605,Subscriber,1960,1
211,16:35.3,20:07.0,40.72533993,-74.06762213,40.7308971,-74.06391263,29594,Subscriber,1984,2
1311,16:57.3,38:48.5,40.7376037,-74.0524783,40.7272235,-74.0337589,29474,Subscriber,1981,1
989,17:25.3,33:55.1,40.7376037,-74.0524783,40.71687,-74.03281,29208,Subscriber,1989,1
400,18:05.0,24:46.0,40.7112423,-74.0557013,40.71958612,-74.04311746,29484,Subscriber,1983,1
270,18:16.8,22:46.9,40.72601173,-74.05038893,40.71958612,-74.04311746,29508,Subscriber,1990,2
257,18:37.4,22:54.4,40.72572614,-74.07195926,40.7308971,-74.06391263,26213,Subscriber,1974,1
388,18:56.3,25:25.2,40.74267714,-74.05178863,40.73496102,-74.05950308,26235,Subscriber,1977,1
455,18:56.7,26:31.7,40.71346383,-74.06285852,40.71517768,-74.03768331,26305,Subscriber,1989,1
301,19:01.7,24:03.4,40.71649,-74.04105,40.7141454,-74.0335519,29303,Subscriber,1977,1
313,19:09.5,24:22.7,40.72759597,-74.04424731,40.71958612,-74.04311746,29212,Customer,1969,0
301,19:22.9,24:24.2,40.72759597,-74.04424731,40.71958612,-74.04311746,26272,Subscriber,1985,1
210,19:22.9,22:53.0,40.7241765,-74.0506564,40.71958612,-74.04311746,29457,Subscriber,1983,2
298,19:29.9,24:28.2,40.72601173,-74.05038893,40.72165072,-74.04288411,26216,Subscriber,1976,1
218,19:36.6,23:15.3,40.7211236,-74.03805095,40.71687,-74.03281,26316,Subscriber,1990,1
236,19:37.8,23:34.2,40.72533993,-74.06762213,40.7308971,-74.06391263,29458,Subscriber,1981,1
736,19:46.0,32:02.1,40.71346383,-74.06285852,40.71958612,-74.04311746,26192,Subscriber,1951,2
